Commodity,Classification,Market,Wholesale,Retail,Supply Volume,County,Date,temperature_mean_c,rain_sum_mm,year,month,day_of_year,week,season,price_lag_7d,price_lag_14d,price_lag_30d,rain_7d_rolling,rain_30d_rolling,temp_7d_rolling,price_change_7d,season_encoded,county_encoded,classification_encoded
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,40,55,400,Trans-Nzoia,23/10/2025,17.5,6.8,2025,10,296,43,short_rains,50,45,45,7.1,41.4,18.95714286,-10,3,39,0
Dry Maize,White Maize,Kitale Municipality Market,45,60,200,Trans-Nzoia,23/10/2025,17.5,6.8,2025,10,296,43,short_rains,40,50,50,13.9,48.2,18.75714286,5,3,39,1
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,35.56,40,300,Trans-Nzoia,24/10/2025,17.7,7.2,2025,10,297,43,short_rains,45,35,55,21.1,55.4,18.58571429,-9.44,3,39,0
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,33.33,41.11,400,Trans-Nzoia,27/10/2025,18.6,2.8,2025,10,300,44,short_rains,45,45,45,23.9,58.2,18.54285714,-11.67,3,39,0
Dry Maize,White Maize,Kitale Municipality Market,35.56,42.22,300,Trans-Nzoia,27/10/2025,18.6,2.8,2025,10,300,44,short_rains,50,35,40,26.7,58.4,18.5,-14.44,3,39,1
Dry Maize,Mixed-Traditional ,Bondeni,35,45,400,Trans-Nzoia,28/10/2025,18.7,2.1,2025,10,301,44,short_rains,45,40,45,28.7,57.9,18.34285714,-10,3,39,0
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,40,50,300,Trans-Nzoia,28/10/2025,18.7,2.1,2025,10,301,44,short_rains,45,45,50,30.6,57.4,18.18571429,-5,3,39,0
Dry Maize,White Maize,Bondeni,40,50,200,Trans-Nzoia,28/10/2025,18.7,2.1,2025,10,301,44,short_rains,40,50,50,25.9,53.4,18.35714286,0,3,39,1
Dry Maize,White Maize,Kitale Municipality Market,45,55,200,Trans-Nzoia,28/10/2025,18.7,2.1,2025,10,301,44,short_rains,45,40,55,21.2,49.4,18.52857143,0,3,39,1
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,40,50,300,Trans-Nzoia,29/10/2025,17.8,14.9,2025,10,302,44,short_rains,35.56,45,35,28.9,62.4,18.54285714,4.44,3,39,0
Dry Maize,White Maize,Kitale Municipality Market,45,55,200,Trans-Nzoia,29/10/2025,17.8,14.9,2025,10,302,44,short_rains,33.33,45,45,41,75.4,18.42857143,11.67,3,39,1
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,33.33,40,400,Trans-Nzoia,30/10/2025,18.4,16.1,2025,10,303,44,short_rains,35.56,50,50,54.3,89.6,18.4,-2.23,3,39,0
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,40,50,300,Trans-Nzoia,31/10/2025,17.1,9.2,2025,10,304,44,short_rains,35,45,45,61.4,96.4,18.17142857,5,3,39,0
Dry Maize,White Maize,Kitale Municipality Market,45,55,300,Trans-Nzoia,31/10/2025,17.1,9.2,2025,10,304,44,short_rains,40,45,45,68.5,103.2,17.94285714,5,3,39,1
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,33.33,40,400,Trans-Nzoia,03/11/2025,17.5,7.4,2025,11,307,45,short_rains,40,40,50,73.8,108.2,17.77142857,-6.67,3,39,0
Dry Maize,Mixed-Traditional ,Bondeni,33.33,38.89,400,Trans-Nzoia,04/11/2025,17.7,0,2025,11,308,45,short_rains,45,45,40,71.7,108,17.62857143,-11.67,3,39,0
Dry Maize,White Maize,Bondeni,35.56,41.11,200,Trans-Nzoia,04/11/2025,17.7,0,2025,11,308,45,short_rains,40,35.56,45,56.8,107.8,17.61428571,-4.44,3,39,1
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,40,50,300,Trans-Nzoia,04/11/2025,17.7,0,2025,11,308,45,short_rains,45,33.33,50,41.9,107.6,17.6,-5,3,39,0
Dry Maize,White Maize,Kitale Municipality Market,45,55,300,Trans-Nzoia,04/11/2025,17.7,0,2025,11,308,45,short_rains,33.33,35.56,35,25.8,107.2,17.5,11.67,3,39,1
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,40,50,400,Trans-Nzoia,05/11/2025,18.9,0,2025,11,309,45,short_rains,40,35,45,16.6,106.8,17.75714286,0,3,39,0
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,33.33,40,400,Trans-Nzoia,06/11/2025,18.6,0,2025,11,310,45,short_rains,45,40,35,7.4,106.8,17.97142857,-11.67,3,39,0
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,35.56,42.22,400,Trans-Nzoia,07/11/2025,18.6,0.5,2025,11,311,45,short_rains,33.33,40,40,0.5,107.3,18.12857143,2.23,3,39,0
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,33.33,40,500,Trans-Nzoia,10/11/2025,18.1,0.2,2025,11,314,46,short_rains,33.33,45,45,0.7,107.5,18.18571429,0,3,39,0
Dry Maize,Mixed-Traditional ,Bondeni,35.56,40,500,Trans-Nzoia,11/11/2025,17.9,0,2025,11,315,46,short_rains,35.56,40,50,0.7,107.5,18.21428571,0,3,39,0
Dry Maize,White Maize,Bondeni,36.67,41.11,200,Trans-Nzoia,11/11/2025,17.9,0,2025,11,315,46,short_rains,40,45,40,0.7,107.5,18.24285714,-3.33,3,39,1
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,40,50,300,Trans-Nzoia,11/11/2025,17.9,0,2025,11,315,46,short_rains,45,33.33,45,0.7,107.5,18.27142857,-5,3,39,0
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,40,50,300,Trans-Nzoia,12/11/2025,18.1,0.1,2025,11,316,46,short_rains,40,40,45,0.8,107.6,18.15714286,0,3,39,0
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,35.56,41.11,400,Trans-Nzoia,13/11/2025,18.5,1.1,2025,11,317,46,short_rains,33.33,45,50,1.9,108.7,18.14285714,2.23,3,39,0
Dry Maize,Mixed-Traditional ,Bondeni,33.33,38.89,400,Trans-Nzoia,18/11/2025,18.9,1.1,2025,11,322,47,short_rains,35.56,33.33,45,2.5,109.7,18.18571429,-2.23,3,39,0
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,40,50,300,Trans-Nzoia,18/11/2025,18.9,1.1,2025,11,322,47,short_rains,33.33,33.33,45,3.4,110.6,18.3,6.67,3,39,0
Dry Maize,White Maize,Kitale Municipality Market,45,55,200,Trans-Nzoia,18/11/2025,18.9,1.1,2025,11,322,47,short_rains,35.56,35.56,40,4.5,104.9,18.44285714,9.44,3,39,1
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,40,50,300,Trans-Nzoia,19/11/2025,19.3,0,2025,11,323,47,short_rains,36.67,40,45,4.5,98.1,18.64285714,3.33,3,39,0
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,33.33,38.89,500,Trans-Nzoia,20/11/2025,19.5,0.1,2025,11,324,47,short_rains,40,45,35.56,4.6,91,18.87142857,-6.67,3,39,0
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,40,50,300,Trans-Nzoia,21/11/2025,19,0,2025,11,325,47,short_rains,40,40,33.33,4.5,88.2,19,0,3,39,0
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,31.11,35.56,400,Trans-Nzoia,24/11/2025,18.9,0.1,2025,11,328,48,short_rains,35.56,33.33,35.56,3.5,85.5,19.05714286,-4.45,3,39,0
Dry Maize,White Maize,Kitale Municipality Market,33.33,38.89,300,Trans-Nzoia,24/11/2025,18.9,0.1,2025,11,328,48,short_rains,33.33,35.56,35,2.5,83.5,19.05714286,0,3,39,1
Dry Maize,Mixed-Traditional ,Bondeni,31.11,35.56,300,Trans-Nzoia,25/11/2025,19,2.5,2025,11,329,48,short_rains,40,33.33,40,3.9,83.9,19.07142857,-8.89,3,39,0
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,31.11,35.56,300,Trans-Nzoia,25/11/2025,19,2.5,2025,11,329,48,short_rains,45,35.56,40,5.3,84.3,19.08571429,-13.89,3,39,0
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,32.22,36.67,300,Trans-Nzoia,26/11/2025,19.5,0,2025,11,330,48,short_rains,40,36.67,45,5.3,82.2,19.11428571,-7.78,3,39,0
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,31.11,35.56,400,Trans-Nzoia,27/11/2025,19.6,0.2,2025,11,331,48,short_rains,33.33,40,40,5.4,67.5,19.12857143,-2.22,3,39,0
Dry Maize,White Maize,Kitale Municipality Market,33.33,38.89,400,Trans-Nzoia,27/11/2025,19.6,0.2,2025,11,331,48,short_rains,40,40,45,5.6,52.8,19.21428571,-6.67,3,39,1
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,40,50,300,Trans-Nzoia,28/11/2025,19.9,0,2025,11,332,48,short_rains,31.11,35.56,33.33,5.5,36.7,19.35714286,8.89,3,39,0
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,31.11,36.67,400,Trans-Nzoia,01/12/2025,19.8,0,2025,12,335,49,short_rains,33.33,33.33,40,5.4,27.5,19.48571429,-2.22,3,39,0
Dry Maize,Mixed-Traditional ,Bondeni,50,60,400,Trans-Nzoia,20/01/2026,21,0,2026,1,20,4,dry_jan_feb,31.11,40,45,2.9,18.3,19.77142857,18.89,0,39,0
Dry Maize,White Maize,Kitale Municipality Market,50,65,400,Trans-Nzoia,20/01/2026,21,0,2026,1,20,4,dry_jan_feb,31.11,45,33.33,0.4,10.9,20.05714286,18.89,0,39,1
Dry Maize,White Maize,Kitale Municipality Market,40,44.44,500,Trans-Nzoia,22/01/2026,20.9,0,2026,1,22,4,dry_jan_feb,32.22,40,33.33,0.4,10.9,20.25714286,7.78,0,39,1
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,40,44.44,300,Trans-Nzoia,23/01/2026,21,0.1,2026,1,23,4,dry_jan_feb,31.11,33.33,35.56,0.3,11,20.45714286,8.89,0,39,0
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,40,44.44,400,Trans-Nzoia,27/01/2026,21.6,0,2026,1,27,5,dry_jan_feb,33.33,40,40,0.1,11,20.74285714,6.67,0,39,0
Dry Maize,Mixed-Traditional ,Bondeni,50,60,500,Trans-Nzoia,27/01/2026,21.6,0,2026,1,27,5,dry_jan_feb,40,31.11,45,0.1,11,20.98571429,10,0,39,0
Dry Maize,White Maize,Kitale Municipality Market,50,65,300,Trans-Nzoia,28/01/2026,21.1,0,2026,1,28,5,dry_jan_feb,31.11,33.33,40,0.1,11,21.17142857,18.89,0,39,1
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,38.89,44.44,500,Trans-Nzoia,29/01/2026,21.8,0,2026,1,29,5,dry_jan_feb,50,31.11,33.33,0.1,11,21.28571429,-11.11,0,39,0
Dry Maize,White Maize,Kitale Municipality Market,40,46.67,400,Trans-Nzoia,30/01/2026,22.3,0,2026,1,30,5,dry_jan_feb,50,31.11,35.56,0.1,10.5,21.47142857,-10,0,39,1
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,41.11,46.67,600,Trans-Nzoia,09/02/2026,21.2,0.3,2026,2,40,7,dry_jan_feb,40,32.22,33.33,0.4,10.6,21.51428571,1.11,0,39,0
Dry Maize,Mixed-Traditional ,Bondeni,35.56,40,500,Trans-Nzoia,10/02/2026,21.2,0,2026,2,41,7,dry_jan_feb,40,31.11,35.56,0.3,10.6,21.54285714,-4.44,0,39,0
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,50,60,400,Trans-Nzoia,10/02/2026,21.2,0,2026,2,41,7,dry_jan_feb,40,33.33,36.67,0.3,10.6,21.48571429,10,0,39,0
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,50,62.5,300,Trans-Nzoia,11/02/2026,21.9,0,2026,2,42,7,dry_jan_feb,50,40,40,0.3,10.6,21.52857143,0,0,39,0
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,40,46.67,600,Trans-Nzoia,12/02/2026,21.7,0,2026,2,43,7,dry_jan_feb,50,31.11,40,0.3,10.5,21.61428571,-10,0,39,0
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,50,65,400,Trans-Nzoia,13/02/2026,21.3,0,2026,2,44,7,dry_jan_feb,38.89,50,35.56,0.3,9.4,21.54285714,11.11,0,39,0
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,35.56,41.11,500,Trans-Nzoia,16/02/2026,19.3,1.5,2026,2,47,8,dry_jan_feb,40,50,33.33,1.8,9.8,21.11428571,-4.44,0,39,0
Dry Maize,Mixed-Traditional ,Bondeni,44.44,51.11,500,Trans-Nzoia,17/02/2026,20,1.2,2026,2,48,8,dry_jan_feb,41.11,40,40,2.7,9.9,20.94285714,3.33,0,39,0
Dry Maize,White Maize,Bondeni,46.67,53.33,300,Trans-Nzoia,17/02/2026,20,1.2,2026,2,48,8,dry_jan_feb,35.56,40,45,3.9,10,20.77142857,11.11,0,39,1
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,50,65,400,Trans-Nzoia,17/02/2026,20,1.2,2026,2,48,8,dry_jan_feb,50,40,40,5.1,11.2,20.6,0,0,39,0
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,50,65,300,Trans-Nzoia,18/02/2026,20.6,0,2026,2,49,8,dry_jan_feb,50,50,33.33,5.1,11.1,20.41428571,0,0,39,0
Dry Maize,White Maize,Kitale Municipality Market,44.44,50,600,Trans-Nzoia,19/02/2026,21.1,0.5,2026,2,50,8,dry_jan_feb,40,50,40,5.6,11.6,20.32857143,4.44,0,39,1
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,50,65,400,Trans-Nzoia,20/02/2026,20.3,3.7,2026,2,51,8,dry_jan_feb,50,38.89,31.11,9.3,15.2,20.18571429,0,0,39,0
Dry Maize,Mixed-Traditional ,Bondeni,40,46.67,500,Trans-Nzoia,24/02/2026,19,0.6,2026,2,55,9,dry_jan_feb,35.56,40,33.33,8.4,15.7,20.14285714,4.44,0,39,0
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,50,65,400,Trans-Nzoia,24/02/2026,19,0.6,2026,2,55,9,dry_jan_feb,44.44,41.11,31.11,7.8,13.8,20,5.56,0,39,0
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,50,65,500,Trans-Nzoia,25/02/2026,18.6,14.6,2026,2,56,9,dry_jan_feb,46.67,35.56,31.11,21.2,25.9,19.8,3.33,0,39,0
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,42.22,46.67,300,Trans-Nzoia,26/02/2026,18.2,10.9,2026,2,57,9,dry_jan_feb,50,50,32.22,30.9,36.8,19.54285714,-7.78,0,39,0
Dry Maize,White Maize,Kitale Municipality Market,44.44,50,600,Trans-Nzoia,26/02/2026,18.2,10.9,2026,2,57,9,dry_jan_feb,50,50,31.11,41.8,47.5,19.2,-5.56,0,39,1
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,50,65,400,Trans-Nzoia,27/02/2026,17.6,11.3,2026,2,58,9,dry_jan_feb,44.44,40,33.33,52.6,58.6,18.7,5.56,0,39,0
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,50,65,500,Trans-Nzoia,02/03/2026,18.1,2.5,2026,3,61,10,long_rains,50,50,40,51.4,61.1,18.38571429,0,2,39,0
Dry Maize,Mixed-Traditional ,Bondeni,42.22,46.67,500,Trans-Nzoia,03/03/2026,17.7,12,2026,3,62,10,long_rains,40,35.56,31.11,62.8,73.1,18.2,2.22,2,39,0
Dry Maize,White Maize,Kitale Municipality Market,50,65,400,Trans-Nzoia,03/03/2026,17.7,12,2026,3,62,10,long_rains,50,44.44,50,74.2,85.1,18.01428571,0,2,39,1
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,50,65,300,Trans-Nzoia,04/03/2026,18,16.1,2026,3,63,10,long_rains,50,46.67,50,75.7,101.2,17.92857143,0,2,39,0
Dry Maize,White Maize,Kitale Municipality Market,44.44,50,500,Trans-Nzoia,05/03/2026,18.5,19.7,2026,3,64,10,long_rains,42.22,50,40,84.5,120.9,17.97142857,2.22,2,39,1
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,50,60,500,Trans-Nzoia,06/03/2026,17.4,18.8,2026,3,65,10,long_rains,44.44,50,40,92.4,139.6,17.85714286,5.56,2,39,0
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,44.44,50,500,Trans-Nzoia,09/03/2026,19.4,2.9,2026,3,68,11,long_rains,50,44.44,40,84,142.5,18.11428571,-5.56,2,39,0
Dry Maize,Mixed-Traditional ,Bondeni,44.44,50,600,Trans-Nzoia,10/03/2026,18.3,9.4,2026,3,69,11,long_rains,50,50,50,90.9,151.9,18.14285714,-5.56,2,39,0
Dry Maize,White Maize,Kitale Municipality Market,50,65,500,Trans-Nzoia,10/03/2026,18.3,9.4,2026,3,69,11,long_rains,42.22,40,50,88.3,161.3,18.22857143,7.78,2,39,1
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,44.44,50,500,Trans-Nzoia,11/03/2026,18.9,2.7,2026,3,70,11,long_rains,50,50,38.89,79,164,18.4,-5.56,2,39,0
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,44.44,50,600,Trans-Nzoia,12/03/2026,19.6,0.2,2026,3,71,11,long_rains,50,50,40,63.1,164.2,18.62857143,-5.56,2,39,0
Dry Maize,Mixed-Traditional ,Kitale Municipality Market,50,60,500,Trans-Nzoia,13/03/2026,19.9,0.1,2026,3,72,11,long_rains,44.44,42.22,41.11,43.5,164,18.82857143,5.56,2,39,0
Dry Maize,White Maize,Cheptiret - Uasin Gishu,75,85,5000,Uasin-Gishu,19/05/2023,18.8,0,2023,5,139,20,long_rains,65.56,75,63.33,7.7,113.2,18.72857143,9.44,2,41,1
Dry Maize,White Maize,Eldoret Main,90,100,5400,Uasin-Gishu,22/05/2023,19.7,0,2023,5,142,21,long_rains,75,63.33,65,7.7,102.4,18.84285714,15,2,41,1
Dry Maize,White Maize,Cheptiret - Uasin Gishu,80,90,3000,Uasin-Gishu,23/05/2023,19.4,0,2023,5,143,21,long_rains,90,85,65,7.3,99.1,18.95714286,-10,2,41,1
Dry Maize,White Maize,Mois Bridge,72.22,95,2700,Uasin-Gishu,23/05/2023,19.4,0,2023,5,143,21,long_rains,70,75,80,5.3,98.1,19.1,2.22,2,41,1
Dry Maize,White Maize,Eldoret Main,90,100,6300,Uasin-Gishu,24/05/2023,18.8,1.2,2023,5,144,21,long_rains,85,65,75,6.2,95.5,19.04285714,5,2,41,1
Dry Maize,Mixed-Traditional ,Langas,80,100,2700,Uasin-Gishu,25/05/2023,19.3,0.1,2023,5,145,21,long_rains,72.22,75,70,5.6,95.6,19.12857143,7.78,2,41,0
Dry Maize,White Maize,Eldoret Main,90,100,6300,Uasin-Gishu,25/05/2023,19.3,0.1,2023,5,145,21,long_rains,85,75,75,1.4,87.4,19.24285714,5,2,41,1
Dry Maize,White Maize,Eldoret Main,90,100,5400,Uasin-Gishu,26/05/2023,18.9,0.2,2023,5,146,21,long_rains,75,65.56,64.44,1.6,84.9,19.25714286,15,2,41,1
Dry Maize,White Maize,Mois Bridge,75.56,95,4500,Uasin-Gishu,29/05/2023,18.5,0,2023,5,149,22,long_rains,90,75,80,1.6,82.2,19.08571429,-14.44,2,41,1
Dry Maize,Mixed-Traditional ,Langas,90,110,3600,Uasin-Gishu,30/05/2023,18.6,0,2023,5,150,22,long_rains,80,90,75,1.6,80.8,18.97142857,10,2,41,0
Dry Maize,White Maize,Cheptiret - Uasin Gishu,80,90,3000,Uasin-Gishu,31/05/2023,18.7,0.1,2023,5,151,22,long_rains,72.22,70,70,1.7,80.9,18.87142857,7.78,2,41,1
Dry Maize,White Maize,Eldoret Main,90,100,5400,Uasin-Gishu,02/06/2023,18.9,0,2023,6,153,22,dry_mid,90,85,80,0.5,77.5,18.88571429,0,1,41,1
Dry Maize,White Maize,Eldoret Main,90,100,5400,Uasin-Gishu,05/06/2023,19.1,0,2023,6,156,23,dry_mid,80,72.22,90,0.4,74.7,18.85714286,10,1,41,1
Dry Maize,White Maize,Mois Bridge,73.33,90,4500,Uasin-Gishu,05/06/2023,19.1,0,2023,6,156,23,dry_mid,90,85,70,0.3,71.9,18.82857143,-16.67,1,41,1
Dry Maize,White Maize,Eldoret Main,90,100,5400,Uasin-Gishu,06/06/2023,19,0,2023,6,157,23,dry_mid,90,75,80,0.1,46,18.84285714,0,1,41,1
Dry Maize,White Maize,Eldoret Main,90,100,2700,Uasin-Gishu,07/06/2023,19.2,0,2023,6,158,23,dry_mid,75.56,90,80,0.1,20.1,18.94285714,14.44,1,41,1
Dry Maize,White Maize,Cheptiret - Uasin Gishu,85,90,3000,Uasin-Gishu,07/06/2023,19.2,0,2023,6,158,23,dry_mid,90,80,75,0.1,16.7,19.02857143,-5,1,41,1
Dry Maize,White Maize,Eldoret Main,90,100,5400,Uasin-Gishu,08/06/2023,19.2,0,2023,6,159,23,dry_mid,80,72.22,63.33,0,13.3,19.1,10,1,41,1
Dry Maize,White Maize,Eldoret Main,90,100,5400,Uasin-Gishu,12/06/2023,19.1,1,2023,6,163,24,dry_mid,90,90,85,1,13.5,19.12857143,0,1,41,1
Dry Maize,White Maize,Cheptiret - Uasin Gishu,90,100,3000,Uasin-Gishu,13/06/2023,18.4,1.8,2023,6,164,24,dry_mid,90,80,75,2.8,13.9,19.02857143,0,1,41,1
Dry Maize,White Maize,Eldoret Main,90,100,5400,Uasin-Gishu,14/06/2023,18.7,0,2023,6,165,24,dry_mid,73.33,90,65,2.8,13.2,18.97142857,16.67,1,41,1
Dry Maize,White Maize,Eldoret Main,90,100,6300,Uasin-Gishu,20/06/2023,19.6,0,2023,6,171,25,dry_mid,90,90,75,2.8,12.5,19.05714286,0,1,41,1
Dry Maize,White Maize,Cheptiret - Uasin Gishu,85,95,3000,Uasin-Gishu,21/06/2023,18.2,1.7,2023,6,172,25,dry_mid,90,75.56,75,4.5,13.9,18.91428571,-5,1,41,1
Dry Maize,Mixed-Traditional ,Langas,90,100,2600,Uasin-Gishu,22/06/2023,18.6,2,2023,6,173,25,dry_mid,85,90,65.56,6.5,15.9,18.82857143,5,1,41,0
Dry Maize,White Maize,Eldoret Main,90,100,5400,Uasin-Gishu,22/06/2023,18.6,2,2023,6,173,25,dry_mid,90,80,75,8.5,17.9,18.74285714,0,1,41,1
Dry Maize,White Maize,Mois Bridge,72.22,90,27000,Uasin-Gishu,23/06/2023,18.6,0.1,2023,6,174,25,dry_mid,90,90,90,7.6,17.6,18.67142857,-17.78,1,41,1
Dry Maize,White Maize,Eldoret Main,90,100,2700,Uasin-Gishu,26/06/2023,18.3,1.2,2023,6,177,26,dry_mid,90,90,70,7,16.8,18.65714286,0,1,41,1
Dry Maize,White Maize,Eldoret Main,90,100,2700,Uasin-Gishu,28/06/2023,17.6,0,2023,6,179,26,dry_mid,90,73.33,85,7,16.5,18.5,0,1,41,1
Dry Maize,White Maize,Mois Bridge,65,680.03,2000,Uasin-Gishu,28/06/2023,17.6,0,2023,6,179,26,dry_mid,90,90,72.22,7,15.8,18.21428571,-25,1,41,1
Dry Maize,White Maize,Mois Bridge,72.22,75.56,4500,Uasin-Gishu,28/06/2023,17.6,0,2023,6,179,26,dry_mid,85,90,85,5.3,11.5,18.12857143,-12.78,1,41,1
Dry Maize,White Maize,Eldoret Main,95,110,2700,Uasin-Gishu,29/06/2023,18.2,0,2023,6,180,26,dry_mid,90,85,75,3.3,11.5,18.07142857,5,1,41,1
Dry Maize,White Maize,Cheptiret - Uasin Gishu,95,100,3000,Uasin-Gishu,04/07/2023,17.4,0,2023,7,185,27,dry_mid,90,90,90,1.3,11.5,17.9,5,1,41,1
Dry Maize,White Maize,Eldoret Main,100,110,6300,Uasin-Gishu,04/07/2023,17.4,0,2023,7,185,27,dry_mid,72.22,90,80,1.2,11.5,17.72857143,27.78,1,41,1
Dry Maize,White Maize,Mois Bridge,65,68,10000,Uasin-Gishu,05/07/2023,18,0,2023,7,186,27,dry_mid,90,90,72.22,0,11.5,17.68571429,-25,1,41,1
Dry Maize,White Maize,Mois Bridge,64.44,90,2700,Uasin-Gishu,06/07/2023,17.8,0,2023,7,187,27,dry_mid,90,90,90,0,10.3,17.71428571,-25.56,1,41,1
Dry Maize,White Maize,Eldoret Main,90,100,5500,Uasin-Gishu,10/07/2023,18,0,2023,7,191,28,dry_mid,65,90,80,0,10.2,17.77142857,25,1,41,1
Dry Maize,White Maize,Cheptiret - Uasin Gishu,95,100,3000,Uasin-Gishu,10/07/2023,18,0,2023,7,191,28,dry_mid,72.22,85,90,0,10.1,17.82857143,22.78,1,41,1
Dry Maize,White Maize,Mois Bridge,72.22,90,9000,Uasin-Gishu,10/07/2023,18,0,2023,7,191,28,dry_mid,95,90,90,0,9.9,17.8,-22.78,1,41,1
Dry Maize,Mixed-Traditional ,Langas,90,100,1800,Uasin-Gishu,13/07/2023,17.6,0,2023,7,194,28,dry_mid,95,90,75.56,0,9.9,17.82857143,-5,1,41,0
Dry Maize,White Maize,Eldoret Main,90,100,6300,Uasin-Gishu,14/07/2023,18,0,2023,7,195,28,dry_mid,100,72.22,90,0,9.9,17.91428571,-10,1,41,1
Dry Maize,White Maize,Cheptiret - Uasin Gishu,85,100,2000,Uasin-Gishu,17/07/2023,17.8,0,2023,7,198,29,dry_mid,65,90,80,0,9.8,17.88571429,20,1,41,1
Dry Maize,White Maize,Eldoret Main,90,100,6300,Uasin-Gishu,17/07/2023,17.8,0,2023,7,198,29,dry_mid,64.44,90,90,0,9.8,17.88571429,25.56,1,41,1
Dry Maize,White Maize,Mois Bridge,68.89,87.5,9000,Uasin-Gishu,18/07/2023,17.8,0,2023,7,199,29,dry_mid,90,65,90,0,9.8,17.85714286,-21.11,1,41,1
Dry Maize,White Maize,Eldoret Main,90,100,2800,Uasin-Gishu,20/07/2023,18.7,0.2,2023,7,201,29,dry_mid,95,72.22,73.33,0.2,10,17.95714286,-5,1,41,1
Dry Maize,Mixed-Traditional ,Langas,90,110,2000,Uasin-Gishu,21/07/2023,19.7,0,2023,7,202,29,dry_mid,72.22,95,90,0.2,10,18.2,17.78,1,41,0
Dry Maize,White Maize,Eldoret Main,90,100,6300,Uasin-Gishu,25/07/2023,18.7,1.1,2023,7,206,30,dry_mid,90,95,90,1.3,11.1,18.35714286,0,1,41,1
Dry Maize,White Maize,Mois Bridge,66.67,85,27000,Uasin-Gishu,25/07/2023,18.7,1.1,2023,7,206,30,dry_mid,90,100,85,2.4,12.2,18.45714286,-23.33,1,41,1
Dry Maize,White Maize,Cheptiret - Uasin Gishu,85,90,3000,Uasin-Gishu,27/07/2023,17.7,3.1,2023,7,208,30,dry_mid,85,65,90,5.5,15.3,18.44285714,0,1,41,1
Dry Maize,Mixed-Traditional ,Langas,100,120,2800,Uasin-Gishu,28/07/2023,18.4,0.8,2023,7,209,30,dry_mid,90,64.44,90,6.3,15.1,18.52857143,10,1,41,0
Dry Maize,White Maize,Eldoret Main,85,90,7000,Uasin-Gishu,28/07/2023,18.4,0.8,2023,7,209,30,dry_mid,68.89,90,90,7.1,14.1,18.61428571,16.11,1,41,1
Dry Maize,White Maize,Mois Bridge,55.56,70,35000,Uasin-Gishu,31/07/2023,19.6,1,2023,7,212,31,dry_mid,90,95,90,7.9,15.1,18.74285714,-34.44,1,41,1
Dry Maize,White Maize,Eldoret Main,80,90,3500,Uasin-Gishu,31/07/2023,19.6,1,2023,7,212,31,dry_mid,90,72.22,90,8.9,16.1,18.72857143,-10,1,41,1
Dry Maize,White Maize,Cheptiret - Uasin Gishu,65,75,3000,Uasin-Gishu,01/08/2023,18,8.5,2023,8,213,31,dry_mid,90,90,85,16.3,22.9,18.62857143,-25,1,41,1
